Text,labels
I studying English because want to speak .,Error
Of course I love BIGBANG but I recomend girls group .,Error
"I did a part - time job , and studied English .",Correct
Here are some examples ,Correct
"in my office , we should work at evening on every day",Error
"Therefore , if spin has two types of direction shown in the chart , spin - up and spin - down , energy states of both are different .",Correct
"because I ca not understand what they say sometimes , especially when they speak fast .",Correct
"Such as musical instruments , such as breathing .",Error
So I was relieved !,Correct
"The complexity of characters would stand in between Kanji and alphabets , very close to alphabets though .",Correct
The test was hard .,Correct
"Today , I will introduce my favorite band .",Correct
"Last night , I had the usual lesson with him and talked about the improvement of my English skill I have made so far .",Error
I was suprised to hear that Guru seemed to had passed away of cancer .,Error
"Though there are only dots , lines and some words on music scores , the composer must have put his her emotion into them .",Correct
"I thought about Studying Design , Tourism Management , or Chinese Teaching .",Error
i need somethin to excited .,Error
Now is winter when a lot of snow falls .,Correct
He recently started studying Japanese for me .,Correct
"They said that they needed a delicate touch , since a minute failure brought about an access error .",Error
I feel really sorry because I will not go to the company tomorrow in the morning but I plan to go there late after I have finished my review . So thing at Sanamhoug I am really happy .,Correct
Girls want something new .,Correct
Things Japanese ,Error
"Wow , I m jealous of you RT NA Keey It is so happy to eat an icecream after the work .",Error
Today is so cold .,Correct
"I have never seen a real gun even in America , so I was kind of shocked .",Correct
"In Japan , We have a favorite quote about parent care .",Error
I am going to study English on at least one day .,Error
 Here is the route to the sea in the south is departure .,Correct
I will get back the books in two weeks,Correct
I like to take photos .,Correct
"We spent almost hours enquired about the quality , the style , decorative patterns and so on .",Correct
but victim of the tsunami is a situation that is more serious than we .,Error
But I just proceed it online and it is very easy and takes short time .,Error
"Because of this delay , I could not eat dinner .",Error
I could see them .,Error
I am planning to add Japanese as my second major because I have a great interested in Japanese culture and Japanese language since I was in high school .,Error
"After we returned to the dorm , we packed up all of the necessary items into our backpacks .",Correct
"I ate kimchi stew , and Korean pizza ",Correct
is a good way to have some great outcome .,Error
"Then , I want to train my English accent !",Correct
There are two reasons that I prefer to go to movies that I already know about .,Correct
Reading news paper without fail .,Error
The Bulgarians have laid siege to Larissa .,Correct
S Where are you going ?,Correct
I went to the church .,Error
Conversation with a beautician,Error
Because summer is coming ! !,Correct
I was touched this word .,Error
I worry about effects of radioactivity .,Error
It means that there are longer and more difficult sentences in this newspaper than others .,Error
"Now , I am full .",Correct
I awoke at three thirty this morning to work from five thirty in the field .,Error
"Then again , sometimes there are pictures that make people nocturnal .",Correct
Entrance Exam,Correct
This was great fun !,Correct
an old toy .,Correct
"My tooth had chipped by biting bread , indeed !",Error
